"order_id","subscriber_id","order_date","tier","region","referral_source","amount","churn_flag"
3920,1740,2026-01-25,"Standard","Atlantic","Retail_partner",12.39,0
3921,1054,2026-03-08,"Signature","Atlantic","Retail_partner",25.05,0
3922,1168,2026-03-14,"Signature","Atlantic","Organic",25.39,0
3923,50,2026-05-09,"Standard","Atlantic","Social",17.06,0
3924,3019,2026-06-03,"Standard","Atlantic","Organic",15.7,0
3925,2122,2026-01-23,"Discovery","Atlantic","Organic",32.51,1
3926,1701,2026-06-18,"Discovery","Atlantic","Retail_partner",33.52,1
3927,2483,2026-02-27,"Signature","Atlantic","Search",25.4,0
3928,3857,2026-02-28,"Standard","Ontario","Referral",10.86,0
3929,962,2026-02-23,"Standard","Atlantic","Organic",15.31,1
3930,2970,2026-04-09,"Discovery","Atlantic","Search",36,0
3931,1294,2026-03-22,"Signature","Atlantic","Organic",22.28,0
3932,2483,2026-04-24,"Signature","Atlantic","Referral",24.48,0
3933,3360,2026-01-31,"Standard","Atlantic","Retail_partner",13.02,0
3934,316,2026-05-02,"Signature","Atlantic","Organic",23.5,0
3935,1747,2026-04-08,"Standard","Atlantic","Referral",16.76,1
3936,1231,2026-06-25,"Standard","Atlantic","Search",15.82,1
3937,120,2026-06-10,"Standard","Ontario","Social",17.73,1
3938,1605,2026-05-09,"Standard","Atlantic","Search",17.29,0
3939,3437,2026-02-13,"Signature","Atlantic","Search",24.97,0
3940,2939,2026-03-31,"Standard","Ontario","Social",13.27,0
3941,701,2026-01-14,"Standard","Ontario","Retail_partner",17.24,1
3942,1448,2026-05-20,"Discovery","Atlantic","Organic",31.73,0
3943,3296,2026-06-08,"Standard","Ontario","Search",14.29,0
3944,1869,2026-04-08,"Standard","Atlantic","Organic",16.15,1
3945,222,2026-01-23,"Standard","Ontario","Referral",14.45,0
3946,3128,2026-04-24,"Signature","Atlantic","Social",21.04,0
3947,2971,2026-02-24,"Discovery","Atlantic","Organic",31.09,0
3948,2204,2026-04-17,"Signature","Atlantic","Social",21.25,0
3949,2743,2026-04-22,"Standard","Atlantic","Search",15.56,0
3950,569,2026-02-23,"Signature","Ontario","Organic",21.15,1
3951,701,2026-04-12,"Standard","Atlantic","Search",14.81,0
3952,653,2026-06-08,"Standard","Atlantic","Organic",15.2,1
3953,656,2026-01-24,"Signature","Atlantic","Referral",22.02,0
3954,3405,2026-05-09,"Standard","Atlantic","Organic",14.27,0
3955,2477,2026-01-22,"Discovery","Atlantic","Search",31.68,1
3956,1052,2026-04-16,"Standard","Atlantic","Organic",11.18,0
3957,2976,2026-04-02,"Standard","Atlantic","Search",15.04,1
3958,3712,2026-04-04,"Discovery","Ontario","Organic",31.62,0
3959,3613,2026-05-19,"Standard","Atlantic","Search",5.26,0
3960,2978,2026-04-05,"Signature","Atlantic","Referral",23.47,0
3961,3492,2026-04-30,"Standard","Atlantic","Organic",18.56,0
3962,1935,2026-03-12,"Signature","Ontario","Organic",25.09,0
3963,2084,2026-03-14,"Standard","Atlantic","Organic",14.33,0
3964,3070,2026-03-04,"Signature","Atlantic","Retail_partner",26.88,0
3965,1878,2026-05-24,"Signature","Atlantic","Organic",24.67,0
3966,747,2026-05-22,"Standard","Atlantic","Social",11,0
3967,1049,2026-02-19,"Standard","Atlantic","Organic",16.12,1
3968,3263,2026-03-02,"Standard","Ontario","Social",11.15,0
3969,3314,2026-05-23,"Standard","Atlantic","Social",14.54,0
3970,118,2026-03-19,"Signature","Atlantic","Organic",26.01,0
3971,825,2026-05-30,"Signature","Ontario","Organic",24.41,1
3972,279,2026-04-17,"Standard","Ontario","Search",16.91,1
3973,1041,2026-03-18,"Signature","Ontario","Search",21.91,0
3974,2535,2026-05-23,"Standard","Atlantic","Social",15.62,0
3975,2813,2026-01-06,"Standard","Ontario","Organic",14.28,1
3976,640,2026-03-21,"Standard","Ontario","Referral",18,1
3977,2123,2026-06-23,"Signature","Atlantic","Retail_partner",21.22,0
3978,2795,2026-01-16,"Standard","Atlantic","Organic",13.34,1
3979,3445,2026-06-25,"Signature","Atlantic","Referral",23.97,0
3980,848,2026-02-23,"Discovery","Atlantic","Retail_partner",34.84,0
3981,2790,2026-05-14,"Standard","Atlantic","Social",12.83,0
3982,3218,2026-06-27,"Signature","Atlantic","Referral",22.17,0
3983,2387,2026-04-13,"Standard","Atlantic","Social",18.75,0
3984,3026,2026-05-27,"Signature","Atlantic","Organic",25.68,0
3985,2679,2026-04-02,"Signature","Ontario","Social",26.71,0
3986,672,2026-05-25,"Signature","Atlantic","Organic",21.08,0
3987,969,2026-04-07,"Standard","Ontario","Referral",11.39,0
3988,554,2026-05-31,"Standard","Ontario","Search",16.44,0
3989,2948,2026-06-03,"Signature","Atlantic","Organic",20.99,0
3990,354,2026-03-03,"Standard","Atlantic","Social",14.96,0
3991,3587,2026-06-26,"Standard","Atlantic","Organic",18.96,0
3992,80,2026-04-12,"Standard","Atlantic","Organic",14.1,0
3993,2857,2026-03-02,"Discovery","Atlantic","Organic",31.21,0
3994,487,2026-06-03,"Standard","Atlantic","Organic",14.19,0
3995,1583,2026-02-06,"Standard","Atlantic","Organic",20.29,1
3996,3837,2026-03-18,"Standard","Atlantic","Referral",15.46,0
3997,2369,2026-02-08,"Standard","Atlantic","Search",17.31,0
3998,1149,2026-04-06,"Signature","Atlantic","Search",24.73,0
3999,3520,2026-01-22,"Signature","Atlantic","Retail_partner",22.92,0
4000,980,2026-05-31,"Signature","Atlantic","Social",28.68,0
4001,3872,2026-01-29,"Standard","Atlantic","Search",14.76,0
4002,2014,2026-04-05,"Standard","Atlantic","Referral",17.01,0
4003,1557,2026-05-25,"Discovery","Atlantic","Search",37.14,0
4004,3508,2026-02-13,"Standard","Atlantic","Referral",11.91,1
4005,2190,2026-02-19,"Standard","Atlantic","Organic",16.64,1
4006,2249,2026-05-27,"Standard","Ontario","Search",18.26,0
4007,1015,2026-02-04,"Signature","Atlantic","Referral",25.41,0
4008,731,2026-04-21,"Signature","Atlantic","Search",29.28,0
4009,1185,2026-06-25,"Standard","Atlantic","Retail_partner",15.31,0
4010,3677,2026-03-10,"Standard","Atlantic","Social",15.59,0
4011,2551,2026-03-29,"Standard","Atlantic","Organic",13.14,1
4012,2734,2026-01-25,"Standard","Atlantic","Organic",13.18,0
4013,521,2026-05-16,"Standard","Atlantic","Organic",11.87,1
4014,1287,2026-05-02,"Standard","Atlantic","Organic",12.33,0
4015,646,2026-04-13,"Standard","Atlantic","Social",16.93,1
4016,200,2026-01-07,"Standard","Atlantic","Search",16.36,1
4017,1317,2026-06-07,"Standard","Atlantic","Organic",17.07,0
4018,3455,2026-03-28,"Standard","Atlantic","Social",19.5,0
4019,276,2026-06-20,"Signature","Atlantic","Organic",18.21,0
4020,2920,2026-02-24,"Standard","Ontario","Search",13.43,0
4021,2462,2026-03-03,"Standard","Atlantic","Search",16.83,0
4022,95,2026-05-25,"Standard","Atlantic","Social",15.41,1
4023,675,2026-02-22,"Discovery","Atlantic","Organic",35.06,1
4024,462,2026-04-08,"Standard","Atlantic","Organic",15.92,0
4025,1701,2026-03-14,"Signature","Atlantic","Retail_partner",22.8,0
4026,3276,2026-05-27,"Standard","Atlantic","Organic",15.51,0
4027,444,2026-05-24,"Standard","Atlantic","Referral",14.1,1
4028,697,2026-05-22,"Standard","Atlantic","Retail_partner",19.33,0
4029,924,2026-06-25,"Discovery","Atlantic","Search",30.54,0
4030,2106,2026-03-06,"Standard","Ontario","Search",18.03,0
4031,215,2026-02-07,"Standard","Atlantic","Organic",13.21,0
4032,1666,2026-05-30,"Discovery","Atlantic","Organic",29.76,0
4033,597,2026-01-27,"Standard","Ontario","Social",18.68,1
4034,2784,2026-03-28,"Discovery","Atlantic","Organic",32.85,0
4035,1441,2026-04-28,"Standard","Atlantic","Organic",13.62,0
4036,2799,2026-05-06,"Standard","Atlantic","Organic",16.81,0
4037,39,2026-05-08,"Signature","Atlantic","Referral",21.82,1
4038,1433,2026-05-21,"Standard","Atlantic","Organic",16.5,1
4039,3253,2026-06-10,"Standard","Atlantic","Organic",16.89,0
4040,1271,2026-04-23,"Standard","Atlantic","Social",17.59,0
4041,648,2026-02-22,"Standard","Atlantic","Organic",15.71,0
4042,3400,2026-02-16,"Discovery","Atlantic","Social",33.24,0
4043,3802,2026-05-20,"Standard","Atlantic","Organic",17.47,0
4044,3736,2026-06-02,"Standard","Atlantic","Organic",13.03,1
4045,1652,2026-01-31,"Signature","Atlantic","Social",26.62,0
4046,7,2026-06-14,"Standard","Atlantic","Social",19.11,1
4047,2363,2026-01-03,"Standard","Atlantic","Social",14.58,0
4048,168,2026-04-18,"Signature","Atlantic","Organic",22.66,1
4049,3622,2026-03-23,"Standard","Atlantic","Search",15.1,0
4050,385,2026-01-26,"Standard","Atlantic","Organic",17.42,0
4051,2381,2026-02-27,"Standard","Atlantic","Social",13.87,0
4052,2024,2026-04-02,"Standard","Atlantic","Referral",11.51,0
4053,3649,2026-06-15,"Signature","Atlantic","Organic",19.84,1
4054,3541,2026-05-22,"Signature","Atlantic","Referral",23.42,0
4055,888,2026-01-13,"Signature","Atlantic","Search",17.46,0
4056,1463,2026-01-04,"Standard","Atlantic","Social",14.93,0
4057,3980,2026-03-03,"Discovery","Atlantic","Social",31.36,0
4058,2790,2026-01-03,"Discovery","Atlantic","Retail_partner",34.04,0
4059,2852,2026-01-23,"Standard","Atlantic","Search",18.47,1
4060,1159,2026-04-10,"Discovery","Atlantic","Organic",29.93,0
4061,1874,2026-02-14,"Signature","Ontario","Retail_partner",21.03,0
4062,1376,2026-04-26,"Standard","Atlantic","Search",17.26,0
4063,2657,2026-03-18,"Signature","Atlantic","Retail_partner",17.54,0
4064,781,2026-01-17,"Discovery","Atlantic","Referral",33.85,0
4065,2924,2026-04-09,"Signature","Atlantic","Social",17.81,0
4066,1913,2026-06-21,"Standard","Ontario","Search",17.64,1
4067,775,2026-01-01,"Signature","Ontario","Organic",20.44,1
4068,2937,2026-04-28,"Standard","Atlantic","Social",15.9,0
4069,1639,2026-06-08,"Standard","Ontario","Organic",16.77,0
4070,285,2026-06-16,"Standard","Atlantic","Organic",20.54,1
4071,1025,2026-04-29,"Discovery","Atlantic","Referral",37.91,0
4072,220,2026-03-20,"Standard","Atlantic","Organic",14.28,1
4073,2630,2026-05-22,"Standard","Ontario","Social",15.7,0
4074,2765,2026-01-29,"Standard","Ontario","Search",11.87,1
4075,3682,2026-02-10,"Standard","Atlantic","Organic",13.24,0
4076,1268,2026-06-24,"Standard","Ontario","Organic",17.73,1
4077,1802,2026-01-03,"Standard","Ontario","Organic",15.04,0
4078,508,2026-06-16,"Standard","Ontario","Social",14.18,0
4079,3183,2026-06-30,"Standard","Atlantic","Search",17.15,0
4080,1529,2026-01-03,"Signature","Atlantic","Search",21.94,0
4081,1123,2026-05-20,"Standard","Atlantic","Organic",14.01,1
4082,3412,2026-06-12,"Standard","Atlantic","Organic",18.21,1
4083,1162,2026-03-26,"Signature","Atlantic","Organic",25.42,0
4084,3307,2026-01-26,"Signature","Atlantic","Search",20.97,0
4085,2079,2026-01-28,"Standard","Atlantic","Social",12.38,0
4086,483,2026-02-11,"Discovery","Atlantic","Retail_partner",31.13,0
4087,1284,2026-04-25,"Discovery","Atlantic","Referral",27.32,0
4088,1382,2026-06-26,"Standard","Atlantic","Retail_partner",12.28,0
4089,614,2026-06-19,"Standard","Atlantic","Social",15.28,0
4090,2971,2026-02-04,"Standard","Ontario","Social",17.03,0
4091,627,2026-05-24,"Standard","Atlantic","Organic",11.36,1
4092,2499,2026-04-08,"Discovery","Atlantic","Organic",31.89,0
4093,3340,2026-01-30,"Signature","Atlantic","Social",21.71,0
4094,889,2026-02-08,"Discovery","Atlantic","Retail_partner",32,0
4095,974,2026-06-29,"Discovery","Atlantic","Referral",34.09,1
4096,2508,2026-01-16,"Discovery","Atlantic","Organic",33.37,0
4097,2311,2026-03-18,"Discovery","Atlantic","Retail_partner",29.92,0
4098,574,2026-05-16,"Standard","Ontario","Search",13.57,0
4099,3276,2026-04-27,"Standard","Atlantic","Organic",11.55,0
4100,1016,2026-03-24,"Signature","Atlantic","Social",19.42,0
4101,1928,2026-05-23,"Standard","Atlantic","Organic",14.19,1
4102,2481,2026-04-15,"Standard","Ontario","Organic",12.12,0
4103,3018,2026-01-07,"Signature","Atlantic","Organic",17.54,0
4104,451,2026-04-03,"Standard","Atlantic","Search",12.84,1
4105,2311,2026-05-11,"Discovery","Atlantic","Referral",33.41,0
4106,3550,2026-05-24,"Signature","Atlantic","Social",25.79,1
4107,847,2026-05-22,"Standard","Atlantic","Referral",18.79,1
4108,3178,2026-01-02,"Standard","Atlantic","Search",13.38,0
4109,2257,2026-05-28,"Signature","Ontario","Search",23.65,0
4110,2383,2026-03-04,"Standard","Atlantic","Social",11.01,1
4111,2704,2026-03-28,"Standard","Atlantic","Search",18.02,1
4112,2933,2026-02-01,"Standard","Atlantic","Organic",17.74,1
4113,2145,2026-03-03,"Standard","Atlantic","Organic",15.78,1
4114,2624,2026-03-11,"Standard","Atlantic","Search",19.9,1
4115,443,2026-05-10,"Standard","Ontario","Referral",17.38,0
4116,3417,2026-02-19,"Standard","Atlantic","Search",16.36,1
4117,3694,2026-06-09,"Signature","Atlantic","Social",21.1,0
4118,2739,2026-04-27,"Signature","Atlantic","Organic",22.99,0
4119,2836,2026-02-23,"Standard","Atlantic","Search",13.31,0
4120,3764,2026-02-09,"Standard","Atlantic","Social",14.58,0
4121,3353,2026-05-25,"Standard","Atlantic","Social",16.39,0
4122,528,2026-01-21,"Standard","Atlantic","Social",13.92,0
4123,682,2026-04-20,"Standard","Atlantic","Social",19.32,0
4124,399,2026-01-16,"Signature","Atlantic","Search",24.73,1
4125,2089,2026-03-21,"Signature","Atlantic","Social",22.23,0
4126,3747,2026-05-09,"Standard","Atlantic","Organic",12.07,0
4127,1070,2026-03-16,"Standard","Atlantic","Social",19.91,0
4128,2224,2026-05-23,"Standard","Atlantic","Social",12.87,0
4129,1224,2026-02-10,"Standard","Atlantic","Organic",15.24,1
4130,1739,2026-03-06,"Signature","Atlantic","Referral",24.33,1
4131,3473,2026-01-25,"Standard","Atlantic","Retail_partner",16.87,0
4132,598,2026-04-13,"Standard","Atlantic","Organic",12.46,0
4133,2386,2026-06-07,"Standard","Ontario","Social",16.16,0
4134,1247,2026-05-03,"Signature","Atlantic","Organic",17.87,0
4135,3785,2026-01-21,"Standard","Ontario","Retail_partner",19.54,0
4136,3035,2026-06-17,"Signature","Ontario","Search",29.35,0
4137,3261,2026-02-02,"Standard","Atlantic","Organic",17.76,0
4138,2658,2026-03-05,"Signature","Atlantic","Referral",19.72,0
4139,138,2026-01-01,"Standard","Atlantic","Social",17.26,0
4140,661,2026-03-20,"Standard","Atlantic","Organic",16.53,0
4141,2226,2026-02-07,"Signature","Atlantic","Social",21.06,0
4142,331,2026-01-18,"Standard","Atlantic","Search",12.28,1
4143,2992,2026-05-19,"Standard","Atlantic","Organic",16.7,0
4144,918,2026-03-05,"Standard","Ontario","Search",15.34,1
4145,661,2026-01-23,"Standard","Ontario","Organic",14.32,0
4146,974,2026-06-18,"Standard","Atlantic","Social",12.75,1
4147,211,2026-03-22,"Standard","Atlantic","Organic",12.27,0
4148,1062,2026-05-29,"Standard","Atlantic","Social",14.69,0
4149,1770,2026-04-29,"Standard","Atlantic","Referral",10.29,0
4150,544,2026-02-26,"Signature","Atlantic","Search",21.75,0
4151,874,2026-01-31,"Signature","Atlantic","Referral",23.24,0
4152,1594,2026-04-27,"Discovery","Ontario","Referral",37.17,0
4153,2672,2026-02-02,"Standard","Atlantic","Search",12.85,0
4154,2315,2026-04-08,"Discovery","Atlantic","Search",34.56,0
4155,965,2026-04-11,"Signature","Ontario","Organic",22.94,0
4156,2239,2026-01-19,"Standard","Atlantic","Social",17.32,0
4157,1832,2026-06-22,"Standard","Atlantic","Social",13.59,0
4158,652,2026-02-24,"Standard","Atlantic","Search",17.15,1
4159,1672,2026-06-23,"Standard","Atlantic","Organic",17.62,1
4160,271,2026-05-23,"Signature","Atlantic","Referral",22.41,0
4161,3783,2026-01-08,"Standard","Atlantic","Search",17.9,0
4162,411,2026-02-04,"Standard","Atlantic","Social",21.27,0
4163,438,2026-04-11,"Standard","Atlantic","Organic",15.4,0
4164,1852,2026-02-22,"Signature","Atlantic","Organic",20.22,0
4165,2639,2026-06-13,"Standard","Atlantic","Organic",14.72,1
4166,413,2026-04-01,"Signature","Atlantic","Social",18.83,0
4167,2013,2026-01-26,"Standard","Atlantic","Organic",11.98,1
4168,3363,2026-06-13,"Signature","Atlantic","Social",20.15,0
4169,617,2026-01-19,"Standard","Ontario","Organic",15.54,0
4170,1682,2026-05-18,"Signature","Atlantic","Organic",22.95,0
4171,270,2026-06-30,"Standard","Ontario","Retail_partner",15.53,1
4172,3671,2026-02-22,"Signature","Ontario","Search",23.51,0
4173,3724,2026-04-26,"Signature","Atlantic","Search",24.31,0
4174,2505,2026-03-31,"Signature","Ontario","Search",24.96,1
4175,3594,2026-06-11,"Signature","Atlantic","Organic",23,0
4176,2644,2026-03-16,"Standard","Atlantic","Retail_partner",12.91,0
4177,1048,2026-04-12,"Standard","Ontario","Organic",15.29,0
4178,943,2026-01-29,"Standard","Atlantic","Organic",16.59,0
4179,1831,2026-03-01,"Discovery","Atlantic","Social",28.26,0
4180,3701,2026-02-17,"Standard","Atlantic","Organic",13.04,0
4181,979,2026-01-05,"Standard","Atlantic","Organic",15.29,0
4182,2466,2026-04-02,"Signature","Atlantic","Search",23.8,0
4183,3931,2026-05-11,"Standard","Atlantic","Social",17.67,0
4184,888,2026-05-10,"Standard","Atlantic","Search",19.89,0
4185,1633,2026-04-11,"Standard","Atlantic","Social",17.83,1
4186,1251,2026-05-18,"Standard","Atlantic","Referral",16.57,1
4187,1457,2026-06-30,"Standard","Atlantic","Referral",13.13,1
4188,2931,2026-05-17,"Standard","Atlantic","Social",15.56,0
4189,3316,2026-05-26,"Standard","Atlantic","Organic",14.57,0
4190,3382,2026-03-30,"Signature","Ontario","Organic",22.8,1
4191,2310,2026-01-16,"Discovery","Atlantic","Organic",28.22,0
4192,1239,2026-02-11,"Standard","Atlantic","Organic",12.43,0
4193,1432,2026-05-07,"Signature","Ontario","Social",22.51,0
4194,1770,2026-03-08,"Standard","Atlantic","Organic",15.38,0
4195,25,2026-05-29,"Signature","Atlantic","Search",25.73,0
4196,1148,2026-06-30,"Standard","Atlantic","Social",16.66,0
4197,584,2026-04-08,"Signature","Atlantic","Referral",25.28,0
4198,2768,2026-05-25,"Signature","Atlantic","Social",25.66,1
4199,388,2026-01-06,"Signature","Ontario","Search",21.93,0
4200,3074,2026-02-07,"Signature","Atlantic","Organic",21.76,0
4201,1277,2026-06-03,"Signature","Atlantic","Organic",23.67,0
4202,1409,2026-04-19,"Standard","Atlantic","Social",14.79,0
4203,1612,2026-02-27,"Standard","Atlantic","Referral",17.98,1
4204,2755,2026-02-11,"Signature","Atlantic","Organic",21.63,1
4205,1590,2026-07-01,"Standard","Atlantic","Organic",13.21,1
4206,285,2026-03-01,"Signature","Ontario","Search",21.96,0
4207,3718,2026-06-03,"Standard","Atlantic","Social",15.91,0
4208,411,2026-03-27,"Standard","Atlantic","Social",16.36,0
4209,521,2026-01-24,"Signature","Ontario","Referral",23.95,0
4210,2419,2026-07-01,"Standard","Ontario","Organic",18.06,0
4211,1344,2026-04-12,"Signature","Atlantic","Search",22.91,0
4212,1676,2026-04-18,"Standard","Ontario","Organic",16.08,0
4213,633,2026-02-28,"Signature","Ontario","Organic",23.82,1
4214,888,2026-06-01,"Standard","Atlantic","Organic",13.7,0
4215,3522,2026-01-08,"Signature","Atlantic","Retail_partner",24.63,0
4216,1503,2026-05-15,"Signature","Atlantic","Organic",23.75,1
4217,648,2026-03-28,"Standard","Atlantic","Organic",12.7,1
4218,2582,2026-05-06,"Signature","Atlantic","Social",24.33,0
4219,2366,2026-02-14,"Signature","Atlantic","Retail_partner",20.89,1
4220,3247,2026-02-16,"Standard","Atlantic","Organic",15.66,0
4221,2046,2026-01-31,"Standard","Atlantic","Social",18.17,0
4222,688,2026-03-22,"Signature","Atlantic","Organic",24.36,0
4223,3208,2026-02-28,"Discovery","Atlantic","Referral",31.12,0
4224,3519,2026-02-09,"Standard","Atlantic","Organic",14.15,1
4225,960,2026-02-06,"Signature","Ontario","Social",22.51,0
4226,11,2026-02-01,"Discovery","Atlantic","Referral",27.68,0
4227,2980,2026-01-24,"Signature","Atlantic","Referral",20.66,1
4228,943,2026-02-21,"Standard","Atlantic","Search",18.85,0
4229,829,2026-05-29,"Standard","Ontario","Organic",13.25,1
4230,3251,2026-02-25,"Standard","Atlantic","Social",10.59,0
4231,1064,2026-02-26,"Standard","Ontario","Organic",16.4,0
4232,3754,2026-01-17,"Discovery","Atlantic","Social",30.51,0
4233,397,2026-03-26,"Signature","Atlantic","Social",22.81,0
4234,3294,2026-05-29,"Discovery","Ontario","Organic",33.43,0
4235,3038,2026-03-22,"Signature","Atlantic","Search",20.9,0
4236,2234,2026-03-10,"Signature","Ontario","Referral",23.21,0
4237,2523,2026-01-21,"Standard","Ontario","Referral",13.05,0
4238,154,2026-01-05,"Signature","Atlantic","Organic",24.84,0
4239,3398,2026-01-10,"Standard","Atlantic","Social",14.31,0
4240,3012,2026-04-29,"Signature","Atlantic","Organic",20.06,0
4241,3565,2026-06-25,"Standard","Atlantic","Organic",16.09,1
4242,141,2026-05-28,"Standard","Atlantic","Referral",17.1,0
4243,3447,2026-02-21,"Standard","Atlantic","Organic",18.03,0
4244,1872,2026-04-19,"Standard","Ontario","Retail_partner",14.95,0
4245,2466,2026-05-15,"Standard","Atlantic","Social",12.84,1
4246,3865,2026-06-23,"Signature","Atlantic","Retail_partner",20.08,0
4247,772,2026-04-12,"Signature","Ontario","Social",22.15,0
4248,1491,2026-02-04,"Signature","Atlantic","Search",24.33,0
4249,1182,2026-02-09,"Standard","Atlantic","Retail_partner",15.32,0
4250,54,2026-04-01,"Standard","Atlantic","Organic",19.59,0
4251,2061,2026-03-22,"Discovery","Atlantic","Retail_partner",32.75,0
4252,2223,2026-02-27,"Standard","Atlantic","Social",13.25,0
4253,1712,2026-02-28,"Signature","Atlantic","Social",19.16,0
4254,253,2026-01-08,"Signature","Atlantic","Organic",26.16,0
4255,3128,2026-03-02,"Standard","Atlantic","Social",14.81,0
4256,1833,2026-02-07,"Standard","Ontario","Organic",13.52,0
4257,3689,2026-05-18,"Standard","Atlantic","Search",18,0
4258,175,2026-03-15,"Signature","Atlantic","Social",20.94,0
4259,132,2026-05-16,"Signature","Atlantic","Social",18.65,0
4260,1683,2026-01-27,"Standard","Ontario","Social",10.45,0
4261,1649,2026-02-06,"Standard","Atlantic","Referral",13.63,0
4262,3525,2026-02-18,"Standard","Atlantic","Retail_partner",13.95,0
4263,626,2026-03-26,"Standard","Atlantic","Retail_partner",14.08,0
4264,3844,2026-02-05,"Standard","Atlantic","Organic",14.03,1
4265,3603,2026-03-02,"Standard","Atlantic","Organic",14.43,1
4266,1238,2026-04-15,"Standard","Atlantic","Organic",12.87,1
4267,3506,2026-02-15,"Signature","Atlantic","Organic",23.06,0
4268,2122,2026-01-17,"Standard","Atlantic","Social",15.48,0
4269,1330,2026-03-18,"Discovery","Atlantic","Search",32.32,0
4270,1238,2026-06-18,"Standard","Ontario","Search",15.73,0
4271,1855,2026-02-02,"Standard","Atlantic","Retail_partner",9.71,0
4272,665,2026-04-07,"Discovery","Atlantic","Search",28.65,0
4273,419,2026-06-15,"Standard","Atlantic","Organic",13.84,0
4274,3560,2026-02-15,"Standard","Atlantic","Search",13.89,0
4275,3209,2026-01-11,"Standard","Atlantic","Search",18.39,0
4276,3139,2026-01-22,"Discovery","Atlantic","Social",33.58,0
4277,3653,2026-05-24,"Standard","Atlantic","Organic",12.72,0
4278,1603,2026-06-26,"Standard","Ontario","Social",19.58,0
4279,1626,2026-02-09,"Discovery","Atlantic","Organic",34.43,0
4280,1368,2026-02-24,"Standard","Ontario","Organic",14.41,0
4281,299,2026-06-30,"Standard","Atlantic","Referral",14.97,0
4282,3770,2026-01-15,"Signature","Atlantic","Referral",23.1,0
4283,525,2026-03-09,"Signature","Atlantic","Referral",25.32,0
4284,1270,2026-02-09,"Signature","Atlantic","Retail_partner",21.99,0
4285,2776,2026-01-02,"Signature","Atlantic","Search",27.38,1
4286,3688,2026-02-12,"Signature","Atlantic","Search",26.04,0
4287,2663,2026-06-30,"Standard","Atlantic","Referral",11.66,0
4288,1713,2026-03-31,"Standard","Atlantic","Social",17.26,0
4289,1774,2026-01-05,"Standard","Atlantic","Organic",15.97,0
4290,327,2026-05-22,"Standard","Ontario","Organic",13.45,0
4291,3207,2026-05-26,"Standard","Atlantic","Organic",15.9,1
4292,2398,2026-05-01,"Standard","Atlantic","Social",14.9,1
4293,3584,2026-05-21,"Standard","Atlantic","Social",14.73,0
4294,156,2026-04-11,"Signature","Atlantic","Organic",25.58,0
4295,3070,2026-05-20,"Standard","Atlantic","Organic",17.83,1
4296,246,2026-04-24,"Signature","Atlantic","Referral",24.22,0
4297,271,2026-05-02,"Discovery","Atlantic","Referral",28.31,1
4298,2401,2026-06-30,"Standard","Atlantic","Social",18.76,0
4299,3792,2026-04-30,"Signature","Atlantic","Organic",20.18,0
4300,834,2026-04-10,"Signature","Atlantic","Organic",21.31,1
4301,3176,2026-02-01,"Signature","Atlantic","Referral",24.45,1
4302,225,2026-04-18,"Signature","Atlantic","Organic",24.75,0
4303,959,2026-04-07,"Signature","Atlantic","Social",22.67,0
4304,444,2026-02-25,"Discovery","Atlantic","Organic",32,0
4305,1235,2026-03-17,"Discovery","Atlantic","Retail_partner",34.56,0
4306,3416,2026-01-01,"Signature","Atlantic","Retail_partner",23.59,0
4307,2227,2026-05-11,"Standard","Ontario","Organic",14.5,1
4308,375,2026-03-23,"Discovery","Atlantic","Organic",31.59,0
4309,1793,2026-04-17,"Standard","Ontario","Retail_partner",13.53,1
4310,3264,2026-02-13,"Standard","Ontario","Organic",15.78,1
4311,3694,2026-05-23,"Discovery","Atlantic","Organic",34.41,0
4312,1065,2026-04-30,"Standard","Atlantic","Search",13.56,0
4313,2389,2026-03-23,"Signature","Ontario","Organic",26.83,0
4314,2463,2026-03-24,"Standard","Atlantic","Social",10.87,0
4315,2584,2026-06-02,"Standard","Ontario","Referral",15.9,0
4316,3793,2026-05-08,"Signature","Atlantic","Retail_partner",24.13,0
4317,3418,2026-03-19,"Standard","Atlantic","Referral",15.1,0
4318,2230,2026-03-12,"Standard","Atlantic","Organic",17.11,0
4319,1450,2026-03-23,"Discovery","Atlantic","Search",34.57,0
4320,1693,2026-04-07,"Standard","Atlantic","Organic",14.66,0
4321,688,2026-01-14,"Discovery","Atlantic","Referral",31.7,0
4322,1067,2026-04-13,"Signature","Atlantic","Social",19.24,0
4323,2479,2026-05-01,"Standard","Ontario","Referral",16.07,0
4324,3454,2026-03-27,"Discovery","Atlantic","Social",38.09,0
4325,1844,2026-04-19,"Standard","Ontario","Social",16.72,0
4326,2423,2026-04-28,"Standard","Atlantic","Social",9.39,0
4327,876,2026-04-08,"Discovery","Atlantic","Organic",30.37,0
4328,1295,2026-01-16,"Standard","Ontario","Organic",11.55,0
4329,426,2026-04-30,"Signature","Atlantic","Organic",21.28,0
4330,233,2026-06-21,"Discovery","Atlantic","Organic",28.02,1
4331,3321,2026-01-24,"Standard","Ontario","Social",15.49,0
4332,2806,2026-02-20,"Standard","Ontario","Social",18.53,0
4333,3769,2026-05-15,"Signature","Atlantic","Organic",23.37,0
4334,778,2026-05-16,"Standard","Ontario","Social",18.78,0
4335,1711,2026-04-23,"Discovery","Atlantic","Referral",33.39,0
4336,2788,2026-01-27,"Standard","Atlantic","Search",13.79,0
