"subscriber_id","treatment","age","gender","tenure_months","upgraded"
893,"control",48,"M",45,0
894,"new_offer",44,"M",4,1
895,"new_offer",21,"M",20,0
896,"new_offer",42,"F",22,0
897,"new_offer",48,"F",21,0
898,"control",34,"F",9,0
899,"control",50,"F",14,0
900,"new_offer",45,"M",40,1
901,"new_offer",35,"F",20,0
902,"control",33,"M",63,0
903,"control",21,"F",10,0
904,"control",44,"M",29,0
905,"control",29,"F",4,0
906,"new_offer",41,"F",12,1
907,"new_offer",34,"M",23,1
908,"control",25,"M",1,0
909,"control",30,"F",18,0
910,"control",25,"F",5,0
911,"control",44,"F",1,0
912,"new_offer",37,"M",25,1
913,"control",43,"F",43,0
914,"new_offer",52,"F",88,1
915,"control",41,"F",13,0
916,"new_offer",32,"M",89,0
917,"new_offer",32,"F",6,0
918,"new_offer",52,"F",6,0
919,"new_offer",43,"F",3,0
920,"control",56,"F",6,0
921,"control",35,"F",18,0
922,"control",42,"F",40,1
923,"control",40,"F",28,0
924,"control",26,"M",20,0
925,"control",21,"M",8,0
926,"new_offer",22,"F",48,0
927,"new_offer",35,"F",4,0
928,"new_offer",39,"M",6,0
929,"new_offer",26,"F",9,0
930,"control",50,"F",6,0
931,"new_offer",40,"Nonbinary",2,0
932,"new_offer",21,"F",100,1
933,"new_offer",26,"M",29,0
934,"control",29,"M",14,0
935,"control",32,"M",60,0
936,"control",48,"Nonbinary",44,0
937,"control",21,"M",14,0
938,"new_offer",52,"F",10,1
939,"new_offer",27,"F",6,0
940,"control",44,"M",11,0
941,"new_offer",42,"M",6,0
942,"new_offer",47,"F",24,1
943,"control",44,"F",57,1
944,"control",51,"Nonbinary",8,0
945,"new_offer",50,"F",41,0
946,"new_offer",26,"F",9,1
947,"control",57,"F",12,0
948,"new_offer",43,"F",11,0
949,"new_offer",31,"F",12,0
950,"control",21,"M",13,0
951,"control",49,"F",38,1
952,"new_offer",27,"F",10,0
953,"control",39,"F",22,0
954,"control",36,"M",24,0
955,"new_offer",29,"M",38,1
956,"control",21,"Nonbinary",3,0
957,"new_offer",45,"F",12,1
958,"control",57,"F",2,0
959,"control",21,"F",8,0
960,"new_offer",21,"M",1,0
961,"control",36,"M",1,0
962,"control",48,"M",8,0
963,"control",39,"F",11,1
964,"control",59,"M",26,1
965,"new_offer",53,"F",11,1
966,"new_offer",39,"F",33,1
967,"new_offer",46,"M",74,0
968,"new_offer",27,"M",5,0
969,"new_offer",30,"F",3,0
970,"new_offer",50,"M",6,0
971,"new_offer",21,"F",27,1
972,"control",38,"F",26,0
973,"new_offer",26,"M",1,1
974,"new_offer",46,"F",49,1
975,"control",48,"M",2,1
976,"new_offer",21,"F",27,0
977,"control",33,"F",12,0
978,"control",37,"M",14,0
979,"new_offer",23,"M",27,0
980,"new_offer",28,"F",9,0
981,"control",25,"M",31,0
982,"control",50,"M",1,0
983,"new_offer",26,"M",1,0
984,"new_offer",32,"F",3,0
985,"control",23,"F",6,0
986,"control",24,"F",52,0
987,"new_offer",33,"M",8,1
988,"control",41,"F",40,0
989,"new_offer",31,"F",24,0
990,"control",48,"F",5,0
991,"new_offer",43,"F",28,0
992,"control",29,"F",8,0
993,"control",21,"F",16,0
994,"control",45,"F",6,0
995,"new_offer",58,"M",27,1
996,"control",52,"M",4,0
997,"new_offer",22,"F",37,0
998,"new_offer",22,"F",13,1
999,"new_offer",54,"M",26,0
1000,"new_offer",49,"M",4,0
1001,"new_offer",25,"F",4,1
1002,"new_offer",27,"M",9,1
1003,"new_offer",37,"M",6,1
1004,"new_offer",51,"M",16,0
1005,"control",42,"M",6,0
1006,"control",56,"M",31,0
1007,"new_offer",41,"F",6,0
1008,"control",28,"F",44,0
1009,"new_offer",40,"F",20,0
1010,"new_offer",21,"F",91,1
1011,"new_offer",43,"M",7,0
1012,"new_offer",43,"M",21,1
1013,"control",23,"M",42,0
1014,"control",46,"F",4,0
1015,"control",54,"F",17,0
1016,"control",27,"M",9,1
1017,"control",25,"F",9,0
1018,"control",42,"F",4,0
1019,"new_offer",30,"F",21,0
1020,"new_offer",39,"F",23,0
1021,"control",34,"F",11,0
1022,"control",35,"F",1,0
1023,"new_offer",51,"M",3,0
1024,"control",35,"M",3,0
1025,"new_offer",39,"Nonbinary",16,0
1026,"new_offer",49,"F",8,0
1027,"new_offer",42,"F",3,0
1028,"control",35,"M",18,0
1029,"new_offer",31,"M",8,0
1030,"new_offer",51,"M",2,0
1031,"control",43,"M",49,0
1032,"new_offer",42,"F",17,0
1033,"control",44,"M",1,0
1034,"new_offer",21,"F",1,0
1035,"new_offer",32,"F",41,1
1036,"control",43,"M",14,1
1037,"new_offer",41,"F",13,0
1038,"control",25,"F",17,0
1039,"new_offer",59,"F",1,0
1040,"new_offer",37,"M",21,1
1041,"new_offer",26,"F",26,0
1042,"new_offer",32,"F",20,0
1043,"control",41,"M",3,0
1044,"control",35,"M",79,0
1045,"control",47,"F",13,0
1046,"control",29,"F",12,0
1047,"control",29,"F",11,1
1048,"new_offer",49,"M",6,0
1049,"control",39,"F",93,0
1050,"control",25,"M",30,0
1051,"control",38,"F",18,0
1052,"new_offer",55,"M",7,0
1053,"control",28,"F",21,0
1054,"control",47,"F",37,0
1055,"new_offer",52,"F",30,0
1056,"control",38,"M",4,1
1057,"new_offer",28,"F",17,0
1058,"new_offer",28,"F",73,0
1059,"control",40,"F",5,1
1060,"control",41,"F",22,0
1061,"new_offer",38,"M",35,0
1062,"new_offer",38,"M",72,0
1063,"new_offer",58,"F",15,0
1064,"new_offer",38,"F",34,0
1065,"control",28,"Nonbinary",27,1
1066,"new_offer",64,"F",1,1
1067,"new_offer",34,"F",42,0
1068,"control",64,"F",16,0
1069,"new_offer",49,"F",13,1
1070,"control",43,"M",14,0
1071,"control",51,"F",11,0
1072,"control",38,"M",5,0
1073,"new_offer",44,"F",33,0
1074,"new_offer",24,"F",17,1
1075,"control",48,"F",10,1
1076,"new_offer",59,"M",25,0
1077,"new_offer",43,"F",4,0
1078,"control",40,"F",1,0
1079,"control",60,"M",3,0
1080,"control",52,"M",40,0
1081,"control",33,"M",29,0
1082,"control",51,"F",16,0
1083,"new_offer",21,"M",34,0
1084,"control",25,"M",12,0
1085,"control",44,"M",3,0
1086,"new_offer",35,"F",15,0
1087,"control",26,"Nonbinary",17,0
1088,"control",30,"F",9,0
1089,"new_offer",61,"F",7,0
1090,"control",38,"F",23,0
1091,"control",31,"M",3,0
1092,"new_offer",49,"F",40,0
1093,"control",31,"F",15,0
1094,"new_offer",44,"Nonbinary",42,0
1095,"new_offer",39,"M",20,1
1096,"new_offer",28,"F",2,0
1097,"control",36,"F",24,0
1098,"control",57,"M",18,0
1099,"control",34,"F",3,0
1100,"control",53,"F",22,0
1101,"new_offer",57,"M",23,0
1102,"new_offer",44,"F",4,0
1103,"new_offer",48,"M",6,0
1104,"control",60,"F",24,0
1105,"new_offer",48,"F",5,0
1106,"control",44,"M",2,0
1107,"new_offer",35,"M",56,1
1108,"new_offer",36,"F",8,0
1109,"control",51,"F",4,0
1110,"control",30,"F",9,0
1111,"control",50,"F",5,0
1112,"control",51,"F",4,0
1113,"new_offer",34,"M",1,0
1114,"control",36,"M",4,0
1115,"control",50,"F",45,0
1116,"new_offer",51,"Nonbinary",36,1
1117,"new_offer",45,"F",2,1
1118,"control",37,"F",3,0
1119,"control",29,"F",13,0
1120,"control",52,"F",18,0
1121,"new_offer",60,"M",40,1
1122,"control",52,"F",11,0
1123,"control",33,"M",38,0
1124,"new_offer",21,"M",12,0
1125,"control",43,"F",26,0
1126,"control",45,"M",14,0
1127,"control",39,"F",13,0
1128,"control",47,"F",8,0
1129,"new_offer",29,"M",8,0
1130,"new_offer",31,"M",7,0
1131,"control",28,"Nonbinary",1,0
1132,"control",27,"M",5,0
1133,"new_offer",41,"M",38,1
1134,"control",30,"F",18,0
1135,"control",29,"F",1,0
1136,"control",29,"F",6,0
1137,"control",25,"M",2,0
1138,"new_offer",48,"M",31,0
1139,"new_offer",38,"F",12,0
1140,"control",34,"F",2,0
1141,"control",31,"M",25,0
1142,"new_offer",41,"M",6,0
1143,"new_offer",28,"M",9,0
1144,"control",26,"M",7,0
1145,"new_offer",27,"F",1,0
1146,"new_offer",40,"F",13,0
1147,"control",32,"F",1,0
1148,"new_offer",27,"M",2,0
1149,"new_offer",45,"F",7,0
1150,"control",34,"F",6,0
1151,"control",42,"M",40,0
1152,"new_offer",44,"F",5,0
1153,"control",21,"M",20,0
1154,"new_offer",21,"F",60,0
1155,"new_offer",42,"F",23,0
1156,"new_offer",49,"M",46,0
1157,"new_offer",41,"Nonbinary",29,0
1158,"control",37,"M",11,0
1159,"new_offer",23,"M",21,0
1160,"new_offer",48,"M",6,0
1161,"new_offer",33,"F",9,0
1162,"new_offer",42,"F",19,1
1163,"control",41,"F",52,0
1164,"control",49,"F",96,0
1165,"control",26,"F",2,0
1166,"control",50,"F",4,1
1167,"control",43,"M",1,0
1168,"control",35,"F",3,0
1169,"control",38,"F",4,1
1170,"new_offer",42,"F",6,0
1171,"control",38,"Nonbinary",28,0
1172,"control",35,"F",8,0
1173,"control",44,"M",33,0
1174,"new_offer",26,"M",18,0
1175,"new_offer",59,"M",18,0
1176,"new_offer",37,"F",5,0
1177,"new_offer",30,"F",3,0
1178,"new_offer",40,"M",7,0
1179,"new_offer",23,"M",2,0
1180,"new_offer",41,"F",18,0
1181,"new_offer",39,"M",1,0
1182,"new_offer",53,"F",1,0
1183,"control",39,"F",8,0
1184,"control",34,"F",35,0
1185,"control",43,"M",6,0
1186,"control",48,"M",11,0
1187,"new_offer",21,"M",2,0
1188,"new_offer",27,"F",17,0
1189,"new_offer",48,"F",9,0
1190,"new_offer",46,"F",78,0
1191,"new_offer",44,"F",27,0
1192,"control",45,"F",14,0
1193,"control",21,"F",5,0
1194,"control",28,"F",68,0
1195,"control",32,"F",8,1
1196,"new_offer",41,"M",38,0
1197,"new_offer",54,"M",9,0
1198,"new_offer",50,"Nonbinary",26,0
1199,"new_offer",48,"M",1,0
1200,"new_offer",43,"F",4,0
1201,"control",44,"F",19,0
1202,"control",23,"F",41,0
1203,"new_offer",34,"F",10,0
1204,"new_offer",57,"M",1,0
1205,"new_offer",40,"F",1,0
1206,"new_offer",44,"M",1,0
1207,"control",57,"F",2,1
1208,"new_offer",34,"F",21,0
1209,"new_offer",28,"F",4,0
1210,"new_offer",40,"M",13,0
1211,"new_offer",29,"M",1,0
1212,"new_offer",37,"F",17,0
1213,"control",24,"M",63,0
1214,"new_offer",41,"F",23,0
1215,"control",48,"F",3,1
1216,"new_offer",31,"M",18,0
1217,"control",34,"F",9,1
1218,"control",23,"M",20,0
1219,"new_offer",35,"F",5,0
1220,"control",52,"F",9,0
1221,"new_offer",36,"M",92,1
1222,"new_offer",27,"F",31,0
1223,"new_offer",36,"M",16,0
1224,"new_offer",24,"M",3,0
1225,"new_offer",28,"F",23,0
1226,"control",38,"M",77,0
1227,"control",56,"F",4,0
1228,"new_offer",42,"F",16,0
1229,"control",43,"M",12,0
1230,"new_offer",42,"F",8,0
1231,"control",34,"M",4,0
1232,"control",33,"F",31,0
1233,"new_offer",55,"M",26,0
1234,"new_offer",30,"F",6,1
1235,"new_offer",29,"M",60,0
1236,"control",49,"M",46,0
1237,"control",30,"M",1,0
1238,"new_offer",50,"M",18,0
1239,"control",47,"F",9,0
1240,"control",26,"F",42,1
1241,"control",35,"M",47,0
1242,"control",33,"F",7,0
1243,"new_offer",43,"M",38,0
1244,"control",40,"F",26,0
1245,"control",41,"M",5,0
1246,"control",40,"M",3,0
1247,"control",45,"M",26,0
1248,"control",37,"F",9,1
1249,"control",40,"M",18,0
1250,"control",39,"F",29,0
1251,"control",54,"M",27,0
1252,"new_offer",37,"F",12,0
1253,"new_offer",44,"F",13,0
1254,"new_offer",34,"M",19,0
1255,"control",42,"M",38,0
1256,"new_offer",32,"F",34,0
1257,"control",25,"F",21,0
1258,"control",29,"M",16,0
1259,"control",43,"M",10,0
1260,"new_offer",44,"M",18,0
1261,"control",44,"F",40,1
1262,"new_offer",49,"F",7,1
1263,"new_offer",28,"F",15,0
1264,"new_offer",54,"F",17,0
1265,"new_offer",46,"F",9,1
1266,"new_offer",60,"F",16,0
1267,"new_offer",26,"F",5,0
1268,"new_offer",40,"M",9,0
1269,"control",35,"Nonbinary",3,0
1270,"new_offer",32,"F",12,0
1271,"new_offer",29,"F",53,0
1272,"control",47,"F",10,0
1273,"control",51,"M",21,0
1274,"control",46,"M",15,0
1275,"new_offer",39,"F",21,0
1276,"new_offer",43,"F",23,0
1277,"new_offer",27,"F",20,0
1278,"control",41,"F",3,0
1279,"new_offer",21,"F",3,0
1280,"new_offer",45,"M",68,0
1281,"control",33,"F",7,0
1282,"control",39,"M",13,0
1283,"control",30,"F",12,0
1284,"control",52,"Nonbinary",11,0
1285,"new_offer",39,"F",22,0
1286,"control",24,"F",2,0
1287,"control",40,"F",3,0
1288,"new_offer",28,"M",21,0
1289,"control",50,"M",11,1
1290,"new_offer",42,"M",35,0
1291,"control",32,"F",10,0
1292,"control",33,"F",34,0
1293,"new_offer",35,"M",25,0
1294,"new_offer",33,"F",3,0
1295,"new_offer",33,"M",13,0
1296,"new_offer",62,"Nonbinary",7,0
1297,"new_offer",63,"F",24,0
1298,"new_offer",28,"F",51,0
1299,"control",60,"F",8,0
1300,"new_offer",46,"F",4,0
1301,"control",28,"M",10,0
1302,"control",21,"F",7,0
1303,"control",53,"F",3,1
1304,"new_offer",52,"F",5,0
1305,"control",52,"F",27,0
1306,"new_offer",37,"F",10,0
1307,"control",38,"F",4,0
1308,"control",28,"F",20,0
1309,"new_offer",35,"F",19,1
1310,"control",36,"M",32,0
1311,"control",50,"F",31,0
1312,"control",44,"M",46,0
1313,"control",32,"F",13,1
1314,"control",21,"M",15,0
1315,"control",33,"M",24,0
1316,"new_offer",30,"F",27,1
1317,"control",38,"F",18,0
1318,"control",46,"F",1,0
1319,"control",28,"M",28,0
1320,"new_offer",37,"M",12,0
1321,"new_offer",32,"M",4,1
1322,"new_offer",41,"M",19,0
1323,"new_offer",61,"F",6,0
1324,"control",37,"M",21,0
1325,"control",39,"F",18,0
1326,"new_offer",34,"M",34,0
1327,"control",37,"M",9,0
1328,"new_offer",39,"M",25,1
1329,"new_offer",52,"M",11,0
1330,"control",31,"F",1,0
1331,"control",35,"M",6,0
1332,"new_offer",44,"F",16,0
1333,"control",35,"M",26,0
1334,"control",43,"M",23,0
1335,"new_offer",31,"F",22,0
1336,"new_offer",36,"M",9,0
1337,"control",21,"F",17,0
1338,"control",53,"F",9,0
1339,"control",52,"F",8,0
1340,"control",39,"F",7,0
1341,"new_offer",59,"M",13,0
1342,"new_offer",34,"M",10,0
1343,"control",32,"M",7,1
1344,"control",43,"F",40,0
1345,"control",31,"M",48,0
1346,"control",51,"F",36,0
1347,"new_offer",51,"M",4,1
1348,"control",63,"M",26,0
1349,"control",49,"M",5,1
1350,"control",21,"M",32,0
1351,"new_offer",41,"M",83,1
1352,"control",44,"M",8,0
1353,"control",31,"F",27,0
1354,"new_offer",34,"M",57,0
1355,"new_offer",22,"F",31,1
1356,"new_offer",38,"M",4,0
1357,"control",27,"F",23,0
1358,"control",28,"M",36,0
1359,"new_offer",40,"F",16,1
1360,"new_offer",40,"M",9,0
1361,"new_offer",21,"M",3,0
1362,"new_offer",41,"M",7,0
1363,"control",49,"F",28,0
1364,"new_offer",37,"F",6,0
1365,"new_offer",34,"M",29,1
1366,"new_offer",32,"F",27,1
1367,"control",25,"M",6,0
1368,"control",50,"F",24,0
1369,"control",27,"F",28,0
1370,"new_offer",36,"F",6,0
1371,"control",33,"M",57,0
1372,"control",55,"M",24,1
1373,"control",61,"F",14,1
1374,"control",32,"F",3,0
1375,"control",32,"M",26,0
1376,"control",26,"M",5,0
1377,"new_offer",23,"M",14,0
1378,"control",43,"M",20,1
1379,"new_offer",54,"F",27,0
1380,"new_offer",39,"F",10,0
1381,"control",25,"F",103,1
1382,"new_offer",28,"M",1,0
1383,"control",42,"M",1,0
1384,"new_offer",36,"F",5,0
1385,"control",32,"F",13,0
1386,"new_offer",35,"F",7,0
1387,"control",32,"M",8,0
1388,"new_offer",32,"M",10,0
1389,"new_offer",28,"M",8,0
1390,"new_offer",42,"Nonbinary",5,1
1391,"control",50,"M",4,0
1392,"new_offer",36,"F",6,0
1393,"control",57,"F",20,0
1394,"new_offer",50,"F",1,0
1395,"new_offer",45,"F",18,0
1396,"new_offer",56,"F",39,0
1397,"control",47,"F",55,0
1398,"control",38,"F",25,0
1399,"new_offer",61,"F",30,1
1400,"new_offer",31,"M",1,0
1401,"new_offer",21,"M",10,1
1402,"new_offer",39,"F",1,0
1403,"new_offer",26,"M",8,0
1404,"new_offer",31,"M",16,0
1405,"control",48,"F",12,0
1406,"new_offer",39,"M",2,0
1407,"new_offer",44,"F",11,0
1408,"new_offer",42,"M",9,0
1409,"control",32,"M",9,0
1410,"new_offer",27,"M",17,1
1411,"new_offer",32,"F",7,0
1412,"control",25,"M",17,0
1413,"control",45,"F",45,0
1414,"new_offer",46,"M",7,0
1415,"control",35,"M",24,0
1416,"new_offer",21,"M",40,0
1417,"new_offer",43,"F",2,0
1418,"new_offer",55,"F",25,0
1419,"control",45,"F",21,0
1420,"new_offer",32,"F",1,0
1421,"new_offer",21,"F",24,1
1422,"new_offer",21,"F",11,0
1423,"new_offer",39,"F",9,0
1424,"control",50,"F",34,0
1425,"new_offer",27,"F",21,0
1426,"control",69,"M",13,0
1427,"new_offer",34,"M",9,0
1428,"control",21,"F",20,0
1429,"control",39,"M",1,0
1430,"new_offer",33,"M",70,0
1431,"new_offer",44,"F",8,0
1432,"control",41,"Nonbinary",2,0
1433,"control",58,"F",49,1
1434,"control",52,"M",7,0
1435,"control",51,"M",11,0
1436,"new_offer",57,"M",40,1
1437,"new_offer",37,"F",91,0
1438,"new_offer",35,"F",12,1
1439,"new_offer",57,"F",7,0
1440,"new_offer",42,"F",2,0
1441,"control",38,"F",18,0
1442,"new_offer",22,"F",1,1
1443,"control",39,"F",14,0
1444,"new_offer",43,"M",16,0
1445,"new_offer",33,"F",42,0
1446,"new_offer",25,"M",16,1
1447,"control",38,"F",13,0
1448,"control",22,"F",9,0
1449,"new_offer",31,"F",14,0
1450,"control",37,"M",6,0
1451,"control",39,"M",13,0
1452,"control",32,"F",7,0
1453,"new_offer",43,"M",13,0
1454,"control",44,"M",31,0
1455,"new_offer",61,"F",33,0
1456,"new_offer",22,"F",12,0
1457,"control",50,"M",44,0
1458,"new_offer",51,"F",13,0
1459,"control",31,"F",9,0
1460,"control",53,"F",9,0
1461,"control",43,"F",19,1
1462,"control",31,"M",11,1
1463,"control",37,"M",40,1
1464,"control",21,"Nonbinary",18,0
1465,"control",33,"F",22,0
1466,"new_offer",40,"M",1,0
1467,"control",49,"M",2,0
1468,"control",33,"F",24,0
1469,"new_offer",40,"F",9,0
1470,"control",40,"F",4,0
1471,"new_offer",40,"M",18,0
1472,"new_offer",54,"F",13,0
1473,"control",45,"F",31,0
1474,"control",30,"M",57,0
1475,"control",26,"F",15,0
1476,"new_offer",32,"M",8,0
1477,"new_offer",29,"F",15,1
1478,"control",36,"F",3,0
1479,"new_offer",56,"M",1,0
1480,"control",27,"F",21,0
1481,"new_offer",30,"M",32,0
1482,"control",28,"M",2,0
1483,"new_offer",21,"M",9,0
1484,"new_offer",40,"F",13,0
1485,"control",42,"M",18,1
1486,"new_offer",47,"F",11,0
1487,"new_offer",52,"M",44,0
1488,"new_offer",38,"F",56,1
1489,"control",59,"M",61,0
1490,"control",32,"M",3,0
1491,"new_offer",21,"M",73,0
1492,"new_offer",51,"M",6,0
1493,"control",53,"M",5,0
1494,"control",32,"F",3,0
1495,"control",35,"F",4,0
1496,"new_offer",50,"M",50,0
1497,"new_offer",62,"F",24,1
1498,"control",26,"F",5,0
1499,"new_offer",41,"F",1,0
1500,"new_offer",36,"M",66,0
1501,"control",51,"F",29,0
1502,"control",39,"M",12,0
1503,"control",37,"F",3,0
1504,"new_offer",40,"F",32,1
1505,"new_offer",37,"F",2,1
1506,"control",44,"F",11,0
1507,"new_offer",44,"F",3,0
1508,"new_offer",29,"F",10,0
1509,"new_offer",57,"F",22,0
1510,"control",45,"F",17,0
1511,"new_offer",23,"M",2,0
1512,"control",39,"F",32,0
1513,"new_offer",37,"F",20,1
1514,"new_offer",23,"M",6,0
1515,"new_offer",32,"M",76,1
1516,"new_offer",60,"F",1,0
1517,"control",45,"F",20,0
1518,"control",40,"M",30,1
1519,"new_offer",45,"M",59,1
1520,"new_offer",35,"F",33,0
1521,"new_offer",33,"M",6,0
1522,"new_offer",46,"M",2,0
1523,"new_offer",47,"F",9,1
1524,"control",33,"M",35,0
1525,"control",38,"F",1,0
1526,"control",24,"M",10,0
1527,"control",46,"F",70,1
1528,"new_offer",21,"M",7,0
1529,"control",48,"F",17,0
1530,"control",56,"M",15,0
1531,"control",49,"F",6,0
1532,"new_offer",48,"F",5,0
1533,"new_offer",24,"M",7,0
1534,"control",45,"F",11,0
1535,"new_offer",21,"F",3,0
1536,"new_offer",36,"F",6,1
1537,"new_offer",56,"M",10,0
1538,"new_offer",43,"F",9,0
1539,"control",34,"F",8,0
1540,"control",49,"Nonbinary",46,0
1541,"control",34,"F",7,0
1542,"control",45,"F",21,0
1543,"control",29,"F",2,0
1544,"control",39,"F",3,0
1545,"new_offer",36,"F",6,0
1546,"control",38,"F",4,0
1547,"new_offer",41,"Nonbinary",9,0
1548,"control",49,"F",34,0
1549,"control",43,"M",20,0
1550,"control",27,"F",2,0
1551,"control",43,"F",6,0
1552,"control",60,"M",2,0
1553,"new_offer",37,"M",10,0
1554,"control",50,"F",12,0
1555,"control",49,"M",29,0
1556,"new_offer",50,"M",20,0
1557,"new_offer",51,"F",52,0
1558,"control",40,"M",1,0
1559,"control",40,"M",10,0
1560,"control",24,"F",10,0
1561,"new_offer",33,"F",3,0
1562,"control",44,"Nonbinary",49,0
1563,"new_offer",53,"M",1,0
1564,"new_offer",62,"F",43,0
1565,"control",38,"F",26,0
1566,"control",48,"F",11,0
1567,"new_offer",25,"M",6,0
1568,"new_offer",34,"F",1,0
1569,"new_offer",57,"F",2,0
1570,"control",46,"F",1,0
1571,"new_offer",30,"M",30,0
1572,"new_offer",48,"M",2,0
1573,"new_offer",21,"F",6,0
1574,"new_offer",29,"F",71,0
1575,"new_offer",22,"F",10,0
1576,"control",49,"F",30,0
1577,"new_offer",49,"F",30,0
1578,"control",47,"M",1,0
1579,"new_offer",52,"M",50,0
1580,"new_offer",21,"F",6,0
1581,"new_offer",28,"F",3,0
1582,"new_offer",36,"M",6,0
1583,"new_offer",41,"F",1,0
1584,"new_offer",31,"F",14,0
1585,"control",35,"F",53,0
1586,"new_offer",21,"F",12,0
1587,"new_offer",52,"M",22,0
1588,"new_offer",26,"M",1,1
1589,"new_offer",31,"F",5,0
1590,"new_offer",36,"M",8,0
1591,"control",50,"M",3,0
1592,"new_offer",64,"F",4,0
1593,"new_offer",27,"M",53,0
1594,"control",59,"M",7,0
1595,"new_offer",35,"M",1,0
1596,"new_offer",53,"M",2,0
1597,"control",46,"F",92,0
1598,"control",30,"F",32,0
1599,"new_offer",36,"F",22,1
1600,"control",29,"F",10,0
1601,"new_offer",46,"F",4,0
1602,"control",26,"M",30,0
1603,"new_offer",31,"M",59,0
1604,"control",39,"M",22,0
1605,"control",28,"F",1,0
1606,"new_offer",58,"Nonbinary",12,0
1607,"control",44,"F",17,0
1608,"new_offer",36,"F",4,0
1609,"control",23,"F",21,0
1610,"control",31,"F",7,0
1611,"new_offer",29,"M",6,0
1612,"control",47,"M",32,0
1613,"new_offer",21,"F",2,0
1614,"new_offer",21,"M",9,0
1615,"control",44,"M",68,0
1616,"new_offer",49,"F",1,0
1617,"new_offer",32,"M",10,0
1618,"control",54,"M",5,0
1619,"control",40,"F",3,0
1620,"new_offer",39,"F",7,1
1621,"control",49,"F",3,1
1622,"new_offer",21,"F",1,0
1623,"new_offer",43,"M",40,0
1624,"control",47,"F",77,0
1625,"new_offer",46,"M",1,0
1626,"new_offer",49,"M",65,1
1627,"new_offer",39,"F",60,1
1628,"new_offer",39,"M",25,1
1629,"new_offer",21,"F",6,1
1630,"control",37,"F",63,0
1631,"new_offer",44,"F",6,0
1632,"control",37,"M",14,0
1633,"new_offer",38,"F",16,0
1634,"control",21,"M",40,0
1635,"new_offer",27,"Nonbinary",4,0
1636,"new_offer",45,"F",2,0
1637,"new_offer",26,"F",26,0
1638,"new_offer",27,"M",8,1
1639,"new_offer",53,"F",2,0
1640,"new_offer",35,"F",39,0
1641,"control",63,"F",8,0
1642,"new_offer",21,"F",14,0
1643,"control",45,"M",1,0
1644,"new_offer",43,"M",4,1
1645,"control",45,"F",53,1
1646,"control",47,"F",17,0
1647,"control",43,"M",46,0
1648,"control",28,"F",1,0
1649,"new_offer",24,"F",13,1
1650,"control",50,"F",25,1
1651,"new_offer",36,"F",19,0
1652,"control",53,"F",28,0
1653,"control",25,"M",28,0
1654,"new_offer",33,"M",7,1
1655,"control",31,"F",3,0
1656,"control",38,"F",11,0
1657,"control",57,"F",6,0
1658,"control",41,"M",4,0
1659,"new_offer",44,"F",43,0
1660,"new_offer",54,"Nonbinary",33,0
1661,"control",42,"F",40,1
1662,"new_offer",63,"M",1,0
1663,"control",55,"F",43,0
1664,"control",27,"F",6,0
1665,"control",51,"M",1,0
1666,"new_offer",62,"M",13,0
1667,"new_offer",38,"M",9,0
1668,"new_offer",28,"M",11,0
1669,"control",42,"M",19,1
1670,"control",42,"F",4,0
1671,"control",21,"M",35,0
1672,"control",29,"F",1,0
1673,"new_offer",31,"M",5,0
1674,"control",44,"F",50,0
1675,"control",29,"M",38,0
1676,"control",49,"F",44,0
1677,"control",46,"F",24,0
1678,"new_offer",35,"F",36,0
1679,"new_offer",46,"F",1,0
1680,"new_offer",26,"M",7,0
1681,"control",21,"M",23,0
1682,"control",33,"M",30,0
1683,"new_offer",67,"M",5,0
1684,"new_offer",32,"F",25,0
1685,"new_offer",57,"F",5,0
1686,"control",36,"F",8,0
1687,"new_offer",34,"F",5,0
1688,"new_offer",42,"F",39,0
1689,"control",34,"F",12,0
1690,"new_offer",40,"F",20,0
1691,"control",41,"F",15,0
1692,"new_offer",36,"F",7,0
1693,"control",54,"F",3,0
1694,"control",22,"Nonbinary",7,0
1695,"new_offer",21,"M",1,0
1696,"control",31,"F",1,0
1697,"control",39,"F",9,0
1698,"control",41,"M",4,0
1699,"new_offer",29,"M",27,1
1700,"control",43,"M",23,0
1701,"control",35,"F",13,0
1702,"new_offer",42,"M",42,0
1703,"control",21,"M",6,0
1704,"new_offer",54,"F",51,0
1705,"control",43,"M",30,0
1706,"control",34,"F",4,0
1707,"control",41,"F",1,0
1708,"new_offer",31,"M",50,0
1709,"control",30,"F",4,1
1710,"new_offer",63,"M",26,0
1711,"control",32,"M",1,0
1712,"control",34,"F",6,0
1713,"control",32,"M",2,0
1714,"new_offer",32,"M",18,0
1715,"new_offer",27,"F",75,0
1716,"control",23,"M",50,0
1717,"control",22,"M",5,0
1718,"control",34,"F",6,0
1719,"new_offer",43,"F",62,0
1720,"control",41,"F",14,0
1721,"new_offer",37,"M",4,0
1722,"control",45,"F",12,0
1723,"new_offer",46,"M",14,0
1724,"new_offer",57,"F",26,0
1725,"control",43,"M",6,0
1726,"control",42,"F",13,0
1727,"new_offer",37,"M",1,1
1728,"control",57,"M",5,0
1729,"control",33,"M",6,0
1730,"new_offer",27,"F",5,0
1731,"new_offer",49,"F",4,0
1732,"new_offer",49,"M",17,1
1733,"control",46,"M",29,0
1734,"new_offer",45,"F",6,0
1735,"control",37,"M",3,0
1736,"new_offer",27,"F",30,1
